id,PermitType,PermitNumber,PerrmitStatus 
28581,Construction,6333528,Permit Closed
28582,Construction,6335932,Permit Closed
28583,Construction,6335929,Permit Closed
28584,Construction,6219857,Reviews Completed
28585,Construction,6335452,Permit Closed
28586,Construction,6335454,Permit Closed
28587,Construction,6335447,Permit Closed
28588,Construction,6335921,Permit Closed
28589,Construction,6335920,Permit Closed
28590,Construction,6335908,Permit Closed
28591,Construction,6335897,Permit Issued
28592,Construction,6334050,Permit Issued
28593,Construction,6325658,Permit Finaled
28594,Construction,6335343,Permit Closed
28595,Construction,6335342,Permit Closed
28596,Construction,6334186,Permit Closed
28597,Construction,6331672,Permit Closed
28598,Construction,6331461,Permit Closed
28599,Construction,6335871,Permit Closed
28600,Construction,6332947,Reviews Completed
28601,Construction,6325464,Permit Issued
28602,Construction,6335817,Permit Closed
28603,Construction,6335849,Permit Closed
28604,Construction,6332229,Permit Closed
28605,Construction,6335814,Permit Issued
28606,Construction,6270553,Permit Closed
28607,Construction,6335116,Permit Closed
28608,Construction,6299416,Application Accepted
28609,Demolition,6335801,Reviews Completed
28610,Construction,6332520,Permit Closed
28611,Construction,6335781,Permit Closed
28612,Construction,6332592,Permit Closed
28613,Construction,6332576,Permit Closed
28614,Construction,6328852,Permit Closed
28615,Construction,6330369,Permit Closed
28616,Construction,6335743,Permit Closed
28617,Demolition,6335744,Permit Closed
28618,Demolition,6335734,Permit Closed
28619,Demolition,6335745,Permit Closed
28620,Demolition,6335746,Permit Closed
28621,Construction,6330735,Permit Closed
28622,Construction,6322665,Permit Closed
28623,Construction,6330990,Permit Closed
28624,Construction,6335708,Permit Closed
28625,Construction,6335706,Permit Closed
28626,Construction,6329268,Permit Closed
28627,Construction,6335699,Permit Closed
28628,Construction,6335695,Permit Closed
28629,Demolition,6334544,Permit Closed
28630,Construction,6215913,CANCELLED
28631,Demolition,6335663,Permit Closed
28632,Demolition,6335662,Permit Closed
28633,Construction,6335653,Permit Closed
28634,Construction,6335647,Permit Closed
28635,Construction,6333971,Permit Closed
28636,Construction,6335630,Permit Closed
28637,Construction,6335641,Permit Closed
28638,Construction,6330402,Permit Closed
28639,Construction,6332284,Permit Closed
28640,Construction,6328717,Permit Closed
28641,Construction,6335621,Permit Closed
28642,Construction,6331722,Permit Closed
28643,Construction,6335616,Permit Closed
28644,Construction,6335615,Permit Closed
28645,Construction,6335618,Permit Closed
28646,Construction,6321942,Permit Closed
28647,Construction,6332816,Permit Closed
28648,Construction,6335572,Permit Closed
28649,Construction,6320919,Permit Closed
28650,Construction,6303311,Permit Closed
28651,Construction,6157972,Permit Closed
28652,Construction,6328956,Permit Closed
28653,Construction,6299491,Permit Closed
28654,Construction,6333710,Permit Closed
28655,Construction,6335514,Permit Issued
28656,Construction,6330449,Permit Closed
28657,Construction,6335509,Permit Closed
28658,Construction,6335506,Permit Closed
28659,Construction,6331878,Permit Closed
28660,Construction,6335480,Permit Closed
28661,Construction,6275653,Permit Closed
28662,Construction,6335475,Permit Closed
28663,Construction,6335354,Permit Closed
28664,Construction,6333911,Permit Closed
28665,Construction,6329658,Permit Closed
28666,Construction,6333864,Permit Issued
28667,Construction,6330126,Permit Closed
28668,Construction,6335351,Permit Closed
28669,Construction,6322063,Permit Closed
28670,Construction,6329736,Permit Closed
28671,Construction,6335333,Permit Closed
28672,Construction,6334820,Permit Closed
28673,Construction,6335319,Permit Closed
28674,Construction,6331659,Permit Closed
28675,Construction,6335302,Permit Closed
28676,Construction,6335285,Permit Closed
28677,Construction,6331868,Permit Closed
28678,Construction,6335256,Permit Closed
28679,Construction,6335237,Permit Closed
28680,Construction,6335229,Permit Closed
28681,Construction,6335232,Permit Closed
28682,Construction,6331973,Permit Closed
28683,Construction,6328741,Permit Closed
28684,Construction,6333955,Permit Issued
28685,Construction,6334947,Permit Closed
28686,Site Development,6333409,AP Closed
28687,Construction,6331694,Permit Closed
28688,Site Development,6333965,AP Closed
28689,Construction,6332994,Permit Closed
28690,Construction,6284726,Permit Closed
28691,Construction,6331795,Permit Issued
28692,Construction,6335122,Permit Closed
28693,Construction,6335121,Permit Closed
28694,Demolition,6335111,Permit Closed
28695,Construction,6330587,Permit Closed
28696,Construction,6335045,Permit Closed
28697,Construction,6315458,Permit Closed
28698,Construction,6335099,Permit Closed
28699,Construction,6333692,Permit Closed
28700,Construction,6335082,Permit Issued
28701,Construction,6333098,Permit Closed
28702,Construction,6335060,Permit Closed
28703,Construction,6335056,Permit Closed
28704,Construction,6335051,Permit Closed
28705,Construction,6331615,Permit Closed
28706,Construction,6334710,Application Accepted
28707,Construction,6322211,Application Accepted
28708,Construction,6334448,Permit Closed
28709,Construction,6334435,Permit Closed
28710,Construction,6334978,Permit Closed
28711,Construction,6326684,Permit Closed
28712,Construction,6334976,Permit Closed
28713,Construction,6334954,Permit Closed
28714,Construction,6331663,Permit Closed
28715,Construction,6334554,Permit Issued
28716,Construction,6329864,Permit Closed
28717,Construction,6331650,Permit Closed
28718,Construction,6325467,Permit Closed
28719,Construction,6331409,Permit Closed
28720,Construction,6334914,Permit Closed
28721,Construction,6331213,Permit Closed
28722,Construction,6328965,Permit Issued
28723,Construction,6328663,Permit Closed
28724,Construction,6302262,Permit Closed
28725,Construction,6333395,Permit Closed
28726,Construction,6328234,Permit Closed
28727,Construction,6332061,Permit Issued
28728,Demolition,6323174,Permit Closed
28729,Construction,6313252,Permit Closed
28730,Construction,6334797,Permit Closed
28731,Construction,6334766,Permit Closed
28732,Construction,6330966,Permit Closed
28733,Construction,6334809,Permit Closed
28734,Construction,6332176,Permit Issued
28735,Construction,6326796,Permit Closed
28736,Construction,6334787,Permit Closed
28737,Construction,6334783,Permit Closed
28738,Construction,6331412,Permit Issued
28739,Construction,6331068,Permit Closed
28740,Construction,6334767,Permit Closed
28741,Construction,6328925,Permit Closed
28742,Construction,6334582,Permit Closed
28743,Construction,6334725,Permit Closed
28744,Construction,6332819,Permit Closed
28745,Construction,6332564,Permit Closed
28746,Construction,6332733,Permit Closed
28747,Construction,6315163,Permit Closed
28748,Demolition,6320343,Permit Issued
28749,Construction,6319026,Permit Closed
28750,Construction,6323418,Permit Closed
28751,Demolition,6334715,Permit Closed
28752,Construction,6334705,Permit Closed
28753,Construction,6330246,Permit Closed
28754,Construction,6330121,Permit Issued
28755,Construction,6331619,Permit Closed
28756,Construction,6334675,Permit Closed
28757,Construction,6333726,Permit Closed
28758,Construction,6334667,Permit Finaled
28759,Demolition,6333671,Permit Issued
28760,Construction,6320135,Permit Issued
28761,Construction,6334605,Permit Closed
28762,Construction,6324954,Permit Issued
28763,Construction,6330965,Permit Closed
28764,Construction,6324897,Permit Closed
28765,Construction,6331179,Permit Closed
28766,Construction,6330924,Application Accepted
28767,Construction,6333732,Permit Issued
28768,Construction,6333731,Permit Issued
28769,Construction,6334590,Permit Closed
28770,Construction,6331208,Permit Closed
28771,Construction,6333733,Permit Issued
28772,Construction,6334441,Permit Closed
28773,Construction,6334442,Permit Closed
28774,Construction,6331985,Permit Closed
28775,Construction,6334563,Permit Closed
28776,Construction,6321954,Permit Closed
28777,Construction,6334555,Permit Closed
28778,Construction,6334540,Permit Closed
28779,Construction,6276953,Permit Closed
28780,Construction,6330931,Permit Closed
28781,Construction,6334341,Permit Closed
28782,Construction,6330125,Permit Closed
28783,Construction,6333730,Permit Closed
28784,Construction,6320318,Permit Closed
28785,Construction,6334429,Permit Issued
28786,Construction,6300073,Permit Issued
28787,Construction,6331657,Permit Closed
28788,Construction,6330624,Permit Closed
28789,Construction,6333716,Permit Closed
28790,Construction,6317506,Permit Closed
28791,Construction,6331049,Permit Closed
28792,Site Development,6334446,AP Closed
28793,Demolition,6331899,Permit Closed
28794,Construction,6325908,Permit Closed
28795,Construction,6334421,Permit Closed
28796,Construction,6334412,Permit Closed
28797,Construction,6328279,Permit Closed
28798,Construction,6334395,Permit Closed
28799,Construction,6333573,Permit Closed
28800,Construction,6333477,Permit Closed
28801,Demolition,6325038,Permit Closed
28802,Construction,6332016,Permit Issued
28803,Construction,6334334,Permit Closed
28804,Construction,6323856,Permit Closed
28805,Site Development,6325472,AP Closed
28806,Construction,6334305,Permit Closed
28807,Construction,6331333,Permit Closed
28808,Construction,6334223,Permit Closed
28809,Construction,6278495,Permit Closed
28810,Construction,6334031,Permit Closed
28811,Construction,6333758,Permit Closed
28812,Construction,6321598,Permit Closed
28813,Construction,6334095,Permit Closed
28814,Demolition,6334267,Permit Closed
28815,Construction,6332188,Permit Closed
28816,Construction,6334262,Permit Closed
28817,Construction,6330218,Permit Closed
28818,Construction,6324562,Permit Finaled
28819,Construction,6333761,Permit Closed
28820,Demolition,6319624,Permit Closed
28821,Construction,6333954,Permit Closed
28822,Construction,6334234,Permit Closed
28823,Construction,6314249,
28824,Construction,6334181,Permit Closed
28825,Construction,6334190,Permit Closed
28826,Construction,6334175,Permit Closed
28827,Demolition,6229032,Permit Closed
28828,Construction,6329507,Permit Closed
28829,Construction,6328653,Permit Closed
28830,Construction,6333945,Permit Closed
28831,Construction,6328652,Permit Closed
28832,Construction,6332799,Permit Closed
28833,Construction,6327741,Permit Closed
28834,Demolition,6334115,Permit Closed
28835,Construction,6333707,Permit Closed
28836,Construction,6330496,Permit Closed
28837,Construction,6326474,Permit Closed
28838,Construction,6334111,Permit Closed
28839,Construction,6333722,Permit Closed
28840,Construction,6329685,Permit Closed
28841,Construction,6334098,Permit Closed
28842,Construction,6305188,Cert of Occupancy Authorized
28843,Construction,6308219,Permit Closed
28844,Construction,6334065,Permit Closed
28845,Construction,6330921,Permit Closed
28846,Construction,6333221,Permit Closed
28847,Construction,6334061,Permit Closed
28848,Construction,6254523,Reviews Completed
28849,Demolition,6333964,Permit Closed
28850,Construction,6330884,Permit Closed
28851,Construction,6323560,Permit Closed
28852,Construction,6326062,Permit Closed
28853,Construction,6328592,Permit Closed
28854,Construction,6315102,Permit Finaled
