id,Category,DesignType,DesignIncluded
6355,MULTIFAMILY,II,N
6356,MULTIFAMILY,II,N
6357,COMMERCIAL,II,N
6358,,II,N
6359,,II,N
6360,,IV,
6361,MULTIFAMILY,II,N
6362,SINGLE FAMILY / DUPLEX,II,N
6363,SINGLE FAMILY / DUPLEX,II,N
6364,MULTIFAMILY,II,Y
6365,SINGLE FAMILY / DUPLEX,II,N
6366,MULTIFAMILY,II,Y
6367,COMMERCIAL,II,Y
6368,MULTIFAMILY,II,N
6369,MULTIFAMILY,II,Y
6370,SINGLE FAMILY / DUPLEX,II,N
6371,,I,N
6372,COMMERCIAL,II,N
6373,SINGLE FAMILY / DUPLEX,I,
6374,COMMERCIAL,II,N
6375,,II,N
6376,MULTIFAMILY,II,N
6377,MULTIFAMILY,II,N
6378,,II,N
6379,MULTIFAMILY,II,N
6380,,II,N
6381,,II,N
6382,MULTIFAMILY,II,N
6383,COMMERCIAL,II,N
6384,SINGLE FAMILY / DUPLEX,II,N
6385,SINGLE FAMILY / DUPLEX,II,N
6386,COMMERCIAL,II,N
6387,MULTIFAMILY,I,N
6388,,II,N
6389,,II,N
6390,,II,N
6391,SINGLE FAMILY / DUPLEX,II,N
6392,SINGLE FAMILY / DUPLEX,I,N
6393,,I,N
6394,SINGLE FAMILY / DUPLEX,II,N
6395,MULTIFAMILY,II,N
6396,MULTIFAMILY,II,N
6397,SINGLE FAMILY / DUPLEX,II,N
6398,MULTIFAMILY,II,N
6399,,II,N
6400,SINGLE FAMILY / DUPLEX,II,N
6401,,II,N
6402,,II,N
6403,MULTIFAMILY,II,Y
6404,SINGLE FAMILY / DUPLEX,I,N
6405,,II,
6406,MULTIFAMILY,II,N
6407,SINGLE FAMILY / DUPLEX,II,N
6408,SINGLE FAMILY / DUPLEX,II,N
6409,MULTIFAMILY,II,Y
6410,,I,N
6411,,II,N
6412,COMMERCIAL,II,
6413,,II,N
6414,COMMERCIAL,II,Y
6415,,II,N
6416,MULTIFAMILY,II,N
6417,INSTITUTIONAL,I,N
6418,,II,N
6419,,II,N
6420,,II,N
6421,,II,N
6422,COMMERCIAL,II,N
6423,MULTIFAMILY,II,N
6424,SINGLE FAMILY / DUPLEX,I,N
6425,MULTIFAMILY,II,N
6426,SINGLE FAMILY / DUPLEX,II,N
6427,MULTIFAMILY,II,N
6428,MULTIFAMILY,II,N
6429,MULTIFAMILY,II,N
6430,,I,N
6431,,II,N
6432,,II,N
6433,,II,N
6434,,II,N
6435,COMMERCIAL,II,N
6436,COMMERCIAL,II,N
6437,SINGLE FAMILY / DUPLEX,II,N
6438,SINGLE FAMILY / DUPLEX,II,N
6439,MULTIFAMILY,II,N
6440,MULTIFAMILY,II,N
6441,SINGLE FAMILY / DUPLEX,II,N
6442,SINGLE FAMILY / DUPLEX,II,N
6443,,II,N
6444,,II,N
6445,,II,N
6446,MULTIFAMILY,II,N
6447,SINGLE FAMILY / DUPLEX,II,N
6448,COMMERCIAL,II,N
6449,MULTIFAMILY,II,N
6450,COMMERCIAL,II,N
6451,MULTIFAMILY,II,N
6452,MULTIFAMILY,II,N
6453,MULTIFAMILY,II,N
6454,,II,N
6455,MULTIFAMILY,II,N
6456,MULTIFAMILY,II,N
6457,SINGLE FAMILY / DUPLEX,II,N
6458,MULTIFAMILY,III,N
6459,MULTIFAMILY,II,Y
6460,MULTIFAMILY,II,Y
6461,,I,N
6462,,II,N
6463,MULTIFAMILY,II,N
6464,MULTIFAMILY,II,N
6465,,II,N
6466,MULTIFAMILY,II,N
6467,,II,N
6468,,II,N
6469,MULTIFAMILY,II,N
6470,MULTIFAMILY,II,N
6471,,II,
6472,MULTIFAMILY,II,Y
6473,COMMERCIAL,II,N
6474,,II,N
6475,MULTIFAMILY,II,N
6476,MULTIFAMILY,II,N
6477,MULTIFAMILY,II,N
6478,COMMERCIAL,II,N
6479,COMMERCIAL,II,Y
6480,MULTIFAMILY,II,N
6481,,II,N
6482,,II,N
6483,SINGLE FAMILY / DUPLEX,II,N
6484,COMMERCIAL,II,N
6485,INDUSTRIAL,II,N
6486,MULTIFAMILY,II,N
6487,,II,N
6488,,II,N
6489,COMMERCIAL,II,N
6490,COMMERCIAL,II,Y
6491,COMMERCIAL,II,Y
6492,,I,N
6493,SINGLE FAMILY / DUPLEX,I,N
6494,,II,N
6495,,II,N
6496,MULTIFAMILY,II,N
6497,,I,N
6498,MULTIFAMILY,II,N
6499,,I,N
6500,MULTIFAMILY,II,N
6501,MULTIFAMILY,II,N
6502,,II,N
6503,,II,N
6504,MULTIFAMILY,II,N
6505,,II,N
6506,,II,N
6507,MULTIFAMILY,II,N
6508,MULTIFAMILY,II,N
6509,SINGLE FAMILY / DUPLEX,II,N
6510,MULTIFAMILY,II,N
6511,COMMERCIAL,II,Y
6512,,II,N
6513,,II,N
6514,,II,N
6515,COMMERCIAL,II,N
6516,COMMERCIAL,II,Y
6517,COMMERCIAL,I,N
6518,COMMERCIAL,II,N
6519,SINGLE FAMILY / DUPLEX,II,N
6520,,II,N
6521,,II,N
6522,MULTIFAMILY,II,
6523,,II,N
6524,MULTIFAMILY,II,N
6525,SINGLE FAMILY / DUPLEX,II,N
6526,MULTIFAMILY,II,N
6527,,II,N
6528,,II,N
6529,,II,N
6530,MULTIFAMILY,II,N
6531,MULTIFAMILY,II,N
6532,COMMERCIAL,II,Y
6533,,I,N
6534,SINGLE FAMILY / DUPLEX,II,N
6535,MULTIFAMILY,II,
6536,INDUSTRIAL,II,N
6537,,II,N
6538,MULTIFAMILY,II,N
6539,COMMERCIAL,II,N
6540,COMMERCIAL,II,N
6541,SINGLE FAMILY / DUPLEX,I,N
6542,MULTIFAMILY,III,N
6543,INSTITUTIONAL,II,N
6544,MULTIFAMILY,II,N
6545,MULTIFAMILY,II,N
6546,MULTIFAMILY,II,N
6547,COMMERCIAL,I,
6548,MULTIFAMILY,II,N
6549,,II,N
6550,,II,N
6551,SINGLE FAMILY / DUPLEX,I,N
6552,MULTIFAMILY,II,Y
6553,MULTIFAMILY,II,N
6554,,II,N
6555,MULTIFAMILY,II,Y
6556,SINGLE FAMILY / DUPLEX,I,N
6557,,II,N
6558,INSTITUTIONAL,II,N
6559,SINGLE FAMILY / DUPLEX,II,N
6560,COMMERCIAL,II,N
6561,COMMERCIAL,II,N
6562,COMMERCIAL,II,N
6563,SINGLE FAMILY / DUPLEX,II,N
6564,,II,N
6565,MULTIFAMILY,II,N
6566,MULTIFAMILY,II,N
6567,MULTIFAMILY,II,N
6568,COMMERCIAL,II,Y
6569,COMMERCIAL,II,Y
6570,COMMERCIAL,II,Y
6571,,I,N
6572,,,
6573,,II,N
6574,,II,N
6575,COMMERCIAL,I,N
6576,INDUSTRIAL,I,N
6577,,II,N
6578,,II,N
6579,MULTIFAMILY,II,N
6580,SINGLE FAMILY / DUPLEX,II,N
6581,MULTIFAMILY,II,N
6582,INSTITUTIONAL,II,N
6583,MULTIFAMILY,II,N
6584,MULTIFAMILY,II,N
6585,COMMERCIAL,II,N
6586,INDUSTRIAL,II,N
6587,INDUSTRIAL,II,N
6588,COMMERCIAL,II,Y
6589,MULTIFAMILY,I,N
6590,SINGLE FAMILY / DUPLEX,II,N
6591,SINGLE FAMILY / DUPLEX,I,N
6592,MULTIFAMILY,II,N
6593,COMMERCIAL,II,N
6594,MULTIFAMILY,II,N
6595,COMMERCIAL,II,N
6596,,II,N
6597,,II,N
6598,,II,N
6599,SINGLE FAMILY / DUPLEX,II,N
6600,MULTIFAMILY,II,N
6601,SINGLE FAMILY / DUPLEX,II,N
6602,SINGLE FAMILY / DUPLEX,II,N
6603,SINGLE FAMILY / DUPLEX,II,N
6604,MULTIFAMILY,I,N
6605,MULTIFAMILY,I,N
6606,,I,N
6607,COMMERCIAL,II,N
6608,,II,N
6609,COMMERCIAL,II,Y
6610,MULTIFAMILY,I,N
6611,SINGLE FAMILY / DUPLEX,I,N
6612,COMMERCIAL,II,N
6613,MULTIFAMILY,II,N
6614,SINGLE FAMILY / DUPLEX,II,N
6615,MULTIFAMILY,I,N
6616,COMMERCIAL,II,N
6617,MULTIFAMILY,II,N
6618,,II,N
6619,,II,N
6620,MULTIFAMILY,II,N
6621,MULTIFAMILY,I,N
6622,COMMERCIAL,II,N
6623,MULTIFAMILY,I,N
6624,MULTIFAMILY,II,N
6625,MULTIFAMILY,II,N
6626,INDUSTRIAL,II,N
6627,MULTIFAMILY,II,N
6628,SINGLE FAMILY / DUPLEX,II,N
6629,COMMERCIAL,IV,N
6630,MULTIFAMILY,II,N
6631,SINGLE FAMILY / DUPLEX,II,N
6632,MULTIFAMILY,II,Y
6633,SINGLE FAMILY / DUPLEX,II,N
6634,,II,N
6635,SINGLE FAMILY / DUPLEX,I,N
6636,COMMERCIAL,II,Y
6637,SINGLE FAMILY / DUPLEX,II,N
6638,MULTIFAMILY,II,Y
6639,MULTIFAMILY,II,N
6640,MULTIFAMILY,II,N
6641,MULTIFAMILY,II,N
6642,MULTIFAMILY,II,N
6643,MULTIFAMILY,II,N
6644,MULTIFAMILY,II,N
6645,COMMERCIAL,II,Y
6646,MULTIFAMILY,II,Y
6647,COMMERCIAL,II,N
6648,COMMERCIAL,,
6649,,II,N
6650,,II,N
6651,,II,N
6652,MULTIFAMILY,II,N
6653,MULTIFAMILY,II,N
6654,MULTIFAMILY,II,N
6655,,II,N
6656,,II,N
6657,MULTIFAMILY,II,N
6658,MULTIFAMILY,II,N
6659,MULTIFAMILY,II,N
6660,COMMERCIAL,II,
6661,,II,N
6662,MULTIFAMILY,III,N
6663,MULTIFAMILY,II,N
6664,MULTIFAMILY,II,N
6665,SINGLE FAMILY / DUPLEX,II,N
6666,MULTIFAMILY,II,N
6667,SINGLE FAMILY / DUPLEX,II,N
6668,MULTIFAMILY,III,N
6669,MULTIFAMILY,II,N
6670,,II,N
6671,COMMERCIAL,II,N
6672,MULTIFAMILY,II,Y
6673,SINGLE FAMILY / DUPLEX,II,N
6674,SINGLE FAMILY / DUPLEX,II,N
6675,SINGLE FAMILY / DUPLEX,II,N
6676,COMMERCIAL,II,N
6677,MULTIFAMILY,II,N
6678,MULTIFAMILY,II,N
6679,SINGLE FAMILY / DUPLEX,II,N
6680,MULTIFAMILY,II,N
6681,MULTIFAMILY,II,N
6682,,II,N
6683,,I,N
6684,SINGLE FAMILY / DUPLEX,II,N
6685,COMMERCIAL,II,N
6686,COMMERCIAL,II,Y
6687,,I,N
6688,SINGLE FAMILY / DUPLEX,II,N
6689,SINGLE FAMILY / DUPLEX,II,N
6690,MULTIFAMILY,II,N
6691,COMMERCIAL,II,N
6692,MULTIFAMILY,II,N
6693,MULTIFAMILY,II,N
6694,MULTIFAMILY,II,N
6695,SINGLE FAMILY / DUPLEX,I,N
6696,,II,N
6697,,II,N
6698,INSTITUTIONAL,II,N
6699,COMMERCIAL,II,Y
6700,MULTIFAMILY,II,N
6701,COMMERCIAL,II,N
6702,MULTIFAMILY,II,Y
6703,MULTIFAMILY,II,Y
6704,SINGLE FAMILY / DUPLEX,II,N
6705,SINGLE FAMILY / DUPLEX,II,N
6706,SINGLE FAMILY / DUPLEX,II,N
6707,,II,N
6708,MULTIFAMILY,II,N
6709,MULTIFAMILY,II,N
6710,,II,N
6711,COMMERCIAL,II,Y
6712,COMMERCIAL,II,N
6713,MULTIFAMILY,II,N
6714,,II,N
6715,SINGLE FAMILY / DUPLEX,II,N
6716,SINGLE FAMILY / DUPLEX,II,N
6717,COMMERCIAL,II,N
6718,COMMERCIAL,II,N
6719,COMMERCIAL,II,N
6720,MULTIFAMILY,II,N
6721,MULTIFAMILY,II,N
6722,,II,N
6723,SINGLE FAMILY / DUPLEX,II,N
6724,SINGLE FAMILY / DUPLEX,II,N
6725,MULTIFAMILY,II,N
6726,SINGLE FAMILY / DUPLEX,II,N
6727,COMMERCIAL,II,N
6728,SINGLE FAMILY / DUPLEX,II,N
6729,MULTIFAMILY,II,N
6730,MULTIFAMILY,II,N
6731,MULTIFAMILY,II,N
6732,MULTIFAMILY,II,N
6733,,II,N
6734,,II,N
6735,SINGLE FAMILY / DUPLEX,II,N
6736,MULTIFAMILY,II,N
6737,MULTIFAMILY,II,N
6738,SINGLE FAMILY / DUPLEX,II,N
6739,SINGLE FAMILY / DUPLEX,II,N
6740,,II,N
6741,SINGLE FAMILY / DUPLEX,II,N
6742,COMMERCIAL,II,N
6743,COMMERCIAL,II,N
6744,,II,N
6745,,II,N
6746,MULTIFAMILY,II,Y
6747,COMMERCIAL,II,
6748,MULTIFAMILY,II,Y
6749,MULTIFAMILY,II,N
6750,,II,N
6751,,II,N
6752,,II,N
6753,,II,N
6754,,II,N
6755,,II,N
6756,MULTIFAMILY,II,N
6757,MULTIFAMILY,II,N
6758,SINGLE FAMILY / DUPLEX,II,N
6759,MULTIFAMILY,II,N
6760,SINGLE FAMILY / DUPLEX,II,N
6761,MULTIFAMILY,II,N
6762,,II,N
6763,INSTITUTIONAL,II,N
6764,SINGLE FAMILY / DUPLEX,II,N
6765,MULTIFAMILY,II,N
6766,,II,N
6767,MULTIFAMILY,I,N
6768,MULTIFAMILY,II,N
6769,MULTIFAMILY,II,N
6770,SINGLE FAMILY / DUPLEX,II,
6771,COMMERCIAL,II,N
6772,COMMERCIAL,II,Y
6773,MULTIFAMILY,II,N
6774,MULTIFAMILY,II,N
6775,,II,N
6776,,II,N
6777,MULTIFAMILY,II,N
6778,SINGLE FAMILY / DUPLEX,I,N
6779,,II,N
6780,SINGLE FAMILY / DUPLEX,II,N
6781,INDUSTRIAL,II,N
6782,,I,N
6783,MULTIFAMILY,II,N
6784,INDUSTRIAL,I,N
6785,MULTIFAMILY,II,N
6786,MULTIFAMILY,II,N
6787,MULTIFAMILY,II,N
6788,COMMERCIAL,II,N
6789,COMMERCIAL,II,N
6790,MULTIFAMILY,II,Y
6791,MULTIFAMILY,II,N
6792,SINGLE FAMILY / DUPLEX,II,N
6793,,II,N
6794,,II,N
6795,,I,N
6796,SINGLE FAMILY / DUPLEX,II,N
6797,COMMERCIAL,II,Y
6798,MULTIFAMILY,II,N
6799,SINGLE FAMILY / DUPLEX,II,N
6800,,II,N
6801,COMMERCIAL,II,N
6802,MULTIFAMILY,II,N
6803,COMMERCIAL,II,N
6804,MULTIFAMILY,II,Y
6805,MULTIFAMILY,II,Y
6806,INDUSTRIAL,II,N
6807,SINGLE FAMILY / DUPLEX,I,N
6808,COMMERCIAL,II,
6809,MULTIFAMILY,II,N
6810,MULTIFAMILY,II,N
6811,MULTIFAMILY,II,N
6812,MULTIFAMILY,II,N
6813,SINGLE FAMILY / DUPLEX,II,N
6814,COMMERCIAL,I,N
6815,SINGLE FAMILY / DUPLEX,II,N
6816,,II,N
6817,,II,N
6818,SINGLE FAMILY / DUPLEX,II,N
6819,SINGLE FAMILY / DUPLEX,I,N
6820,,I,N
6821,SINGLE FAMILY / DUPLEX,II,N
6822,SINGLE FAMILY / DUPLEX,II,N
6823,COMMERCIAL,II,N
6824,MULTIFAMILY,II,N
6825,,III,N
6826,MULTIFAMILY,II,N
6827,MULTIFAMILY,II,N
6828,,II,N
6829,,II,N
6830,SINGLE FAMILY / DUPLEX,II,N
6831,,II,N
6832,SINGLE FAMILY / DUPLEX,II,N
6833,MULTIFAMILY,II,N
6834,,II,N
6835,MULTIFAMILY,II,N
6836,SINGLE FAMILY / DUPLEX,,N
6837,MULTIFAMILY,II,N
6838,MULTIFAMILY,II,N
6839,MULTIFAMILY,II,Y
6840,COMMERCIAL,II,Y
6841,COMMERCIAL,II,N
6842,,II,N
6843,MULTIFAMILY,II,N
6844,MULTIFAMILY,II,N
6845,MULTIFAMILY,II,N
6846,COMMERCIAL,II,Y
6847,,I,N
6848,,II,N
6849,,II,N
6850,MULTIFAMILY,II,N
6851,MULTIFAMILY,II,N
6852,COMMERCIAL,II,N
6853,MULTIFAMILY,II,N
6854,INSTITUTIONAL,II,N
6855,COMMERCIAL,I,N
6856,SINGLE FAMILY / DUPLEX,II,N
6857,MULTIFAMILY,II,N
6858,SINGLE FAMILY / DUPLEX,II,N
6859,MULTIFAMILY,I,N
6860,SINGLE FAMILY / DUPLEX,II,N
6861,MULTIFAMILY,II,N
6862,MULTIFAMILY,II,N
6863,SINGLE FAMILY / DUPLEX,I,N
6864,COMMERCIAL,I,N
6865,MULTIFAMILY,II,N
6866,MULTIFAMILY,II,N
6867,MULTIFAMILY,II,N
6868,COMMERCIAL,II,N
6869,MULTIFAMILY,I,N
6870,COMMERCIAL,II,N
6871,MULTIFAMILY,II,N
6872,COMMERCIAL,II,Y
6873,MULTIFAMILY,IV,Y
6874,COMMERCIAL,I,N
6875,SINGLE FAMILY / DUPLEX,II,N
6876,SINGLE FAMILY / DUPLEX,II,N
6877,MULTIFAMILY,II,N
6878,MULTIFAMILY,II,N
6879,MULTIFAMILY,I,N
6880,,II,N
6881,MULTIFAMILY,II,N
6882,COMMERCIAL,II,N
6883,MULTIFAMILY,II,N
6884,MULTIFAMILY,II,N
6885,SINGLE FAMILY / DUPLEX,I,N
6886,SINGLE FAMILY / DUPLEX,II,N
6887,MULTIFAMILY,II,N
6888,COMMERCIAL,II,N
6889,INSTITUTIONAL,II,N
6890,SINGLE FAMILY / DUPLEX,I,N
6891,MULTIFAMILY,II,N
6892,,II,N
6893,,II,N
6894,COMMERCIAL,II,Y
6895,,,
6896,MULTIFAMILY,II,Y
6897,COMMERCIAL,II,Y
6898,SINGLE FAMILY / DUPLEX,II,N
6899,MULTIFAMILY,II,N
6900,MULTIFAMILY,II,N
6901,MULTIFAMILY,II,N
6902,,I,N
6903,SINGLE FAMILY / DUPLEX,I,N
6904,INSTITUTIONAL,II,N
6905,SINGLE FAMILY / DUPLEX,II,N
6906,SINGLE FAMILY / DUPLEX,I,N
6907,MULTIFAMILY,II,N
6908,MULTIFAMILY,I,N
6909,SINGLE FAMILY / DUPLEX,I,N
6910,SINGLE FAMILY / DUPLEX,II,N
6911,SINGLE FAMILY / DUPLEX,II,N
6912,SINGLE FAMILY / DUPLEX,II,N
6913,SINGLE FAMILY / DUPLEX,I,N
6914,SINGLE FAMILY / DUPLEX,II,N
6915,MULTIFAMILY,II,N
6916,COMMERCIAL,II,N
6917,SINGLE FAMILY / DUPLEX,II,N
6918,MULTIFAMILY,II,N
6919,MULTIFAMILY,II,Y
6920,MULTIFAMILY,I,N
6921,SINGLE FAMILY / DUPLEX,I,N
6922,MULTIFAMILY,II,N
6923,MULTIFAMILY,II,N
6924,MULTIFAMILY,II,N
6925,,II,N
6926,COMMERCIAL,II,N
6927,MULTIFAMILY,II,N
6928,,II,N
6929,MULTIFAMILY,II,N
6930,MULTIFAMILY,II,N
6931,SINGLE FAMILY / DUPLEX,I,N
6932,,II,N
6933,COMMERCIAL,II,N
6934,MULTIFAMILY,II,N
6935,,II,N
6936,,II,N
6937,,II,N
6938,MULTIFAMILY,II,N
6939,SINGLE FAMILY / DUPLEX,II,N
6940,,II,N
6941,SINGLE FAMILY / DUPLEX,II,N
6942,MULTIFAMILY,II,Y
6943,MULTIFAMILY,I,N
6944,SINGLE FAMILY / DUPLEX,II,N
6945,MULTIFAMILY,II,N
6946,SINGLE FAMILY / DUPLEX,II,N
6947,MULTIFAMILY,II,N
6948,,II,N
6949,MULTIFAMILY,II,N
6950,SINGLE FAMILY / DUPLEX,II,N
6951,,I,N
6952,MULTIFAMILY,II,N
6953,MULTIFAMILY,II,N
6954,MULTIFAMILY,II,N
6955,,I,N
6956,,II,N
6957,INDUSTRIAL,II,N
6958,MULTIFAMILY,I,N
6959,,II,N
6960,MULTIFAMILY,II,N
6961,SINGLE FAMILY / DUPLEX,II,N
6962,SINGLE FAMILY / DUPLEX,II,N
6963,MULTIFAMILY,II,N
6964,MULTIFAMILY,II,N
6965,MULTIFAMILY,II,N
6966,COMMERCIAL,II,N
6967,SINGLE FAMILY / DUPLEX,II,N
6968,COMMERCIAL,II,Y
6969,INSTITUTIONAL,II,
6970,MULTIFAMILY,II,N
6971,MULTIFAMILY,I,N
6972,,II,N
6973,MULTIFAMILY,II,N
6974,MULTIFAMILY,II,N
6975,MULTIFAMILY,II,N
6976,,II,N
6977,,II,N
6978,MULTIFAMILY,II,N
6979,MULTIFAMILY,II,N
6980,SINGLE FAMILY / DUPLEX,II,N
6981,MULTIFAMILY,II,N
6982,,I,N
6983,,,
6984,MULTIFAMILY,II,N
6985,INSTITUTIONAL,II,N
6986,MULTIFAMILY,II,N
6987,COMMERCIAL,II,Y
6988,COMMERCIAL,II,Y
6989,MULTIFAMILY,II,Y
6990,COMMERCIAL,I,N
6991,MULTIFAMILY,I,N
6992,SINGLE FAMILY / DUPLEX,II,N
6993,,II,N
6994,MULTIFAMILY,II,N
6995,,II,N
6996,SINGLE FAMILY / DUPLEX,II,N
6997,MULTIFAMILY,II,N
6998,MULTIFAMILY,II,N
6999,SINGLE FAMILY / DUPLEX,II,N
7000,COMMERCIAL,II,N
7001,MULTIFAMILY,II,N
7002,MULTIFAMILY,I,N
7003,MULTIFAMILY,II,N
7004,COMMERCIAL,II,N
7005,MULTIFAMILY,I,N
7006,COMMERCIAL,I,N
7007,MULTIFAMILY,II,N
7008,,II,N
7009,SINGLE FAMILY / DUPLEX,II,N
7010,COMMERCIAL,II,N
7011,MULTIFAMILY,II,N
7012,MULTIFAMILY,II,N
7013,MULTIFAMILY,II,N
7014,MULTIFAMILY,II,N
7015,,II,N
7016,SINGLE FAMILY / DUPLEX,II,N
7017,SINGLE FAMILY / DUPLEX,II,N
7018,MULTIFAMILY,II,N
7019,MULTIFAMILY,I,N
7020,,I,N
7021,MULTIFAMILY,II,N
7022,COMMERCIAL,I,N
7023,COMMERCIAL,II,N
7024,COMMERCIAL,II,Y
7025,COMMERCIAL,II,Y
7026,COMMERCIAL,II,N
7027,COMMERCIAL,IV,N
7028,,I,N
7029,,II,N
7030,,II,N
7031,MULTIFAMILY,II,N
7032,SINGLE FAMILY / DUPLEX,II,N
7033,MULTIFAMILY,II,N
7034,COMMERCIAL,I,N
7035,MULTIFAMILY,II,N
7036,MULTIFAMILY,II,N
7037,COMMERCIAL,II,N
7038,MULTIFAMILY,I,N
7039,COMMERCIAL,I,N
7040,COMMERCIAL,II,N
7041,,I,N
7042,MULTIFAMILY,II,N
7043,MULTIFAMILY,II,N
7044,,II,N
7045,MULTIFAMILY,II,N
7046,COMMERCIAL,II,N
7047,INSTITUTIONAL,II,N
7048,MULTIFAMILY,II,N
7049,MULTIFAMILY,I,N
7050,COMMERCIAL,II,N
7051,SINGLE FAMILY / DUPLEX,II,N
7052,,I,N
7053,,I,N
7054,,I,N
7055,SINGLE FAMILY / DUPLEX,II,N
7056,,II,N
7057,SINGLE FAMILY / DUPLEX,II,N
7058,SINGLE FAMILY / DUPLEX,II,N
7059,COMMERCIAL,II,N
7060,COMMERCIAL,II,N
7061,SINGLE FAMILY / DUPLEX,I,N
7062,,I,N
7063,COMMERCIAL,II,N
7064,COMMERCIAL,II,
7065,COMMERCIAL,II,N
7066,MULTIFAMILY,II,N
7067,MULTIFAMILY,II,N
7068,MULTIFAMILY,II,N
7069,MULTIFAMILY,II,Y
7070,COMMERCIAL,II,Y
7071,MULTIFAMILY,II,N
7072,MULTIFAMILY,II,N
7073,SINGLE FAMILY / DUPLEX,II,N
7074,MULTIFAMILY,II,Y
7075,,I,N
7076,SINGLE FAMILY / DUPLEX,I,N
7077,MULTIFAMILY,II,N
7078,MULTIFAMILY,II,N
7079,MULTIFAMILY,II,N
7080,MULTIFAMILY,II,N
7081,COMMERCIAL,II,Y
7082,MULTIFAMILY,II,Y
7083,SINGLE FAMILY / DUPLEX,I,N
7084,SINGLE FAMILY / DUPLEX,I,N
7085,,I,N
7086,SINGLE FAMILY / DUPLEX,I,N
7087,COMMERCIAL,II,N
7088,COMMERCIAL,II,Y
7089,MULTIFAMILY,II,N
7090,SINGLE FAMILY / DUPLEX,II,N
7091,SINGLE FAMILY / DUPLEX,II,N
7092,SINGLE FAMILY / DUPLEX,II,N
7093,MULTIFAMILY,II,N
7094,COMMERCIAL,II,N
7095,SINGLE FAMILY / DUPLEX,I,N
7096,COMMERCIAL,I,N
7097,COMMERCIAL,I,N
7098,SINGLE FAMILY / DUPLEX,II,N
7099,MULTIFAMILY,II,N
7100,MULTIFAMILY,II,N
7101,MULTIFAMILY,II,N
7102,MULTIFAMILY,II,N
7103,COMMERCIAL,II,N
7104,MULTIFAMILY,II,N
7105,,I,N
7106,MULTIFAMILY,II,N
7107,MULTIFAMILY,II,N
7108,MULTIFAMILY,II,N
7109,COMMERCIAL,II,N
7110,COMMERCIAL,II,Y
7111,COMMERCIAL,I,N
7112,SINGLE FAMILY / DUPLEX,II,
7113,SINGLE FAMILY / DUPLEX,II,N
7114,SINGLE FAMILY / DUPLEX,II,N
7115,MULTIFAMILY,II,N
7116,MULTIFAMILY,II,N
7117,MULTIFAMILY,II,N
7118,COMMERCIAL,I,N
7119,MULTIFAMILY,II,N
7120,INDUSTRIAL,II,N
7121,COMMERCIAL,II,N
7122,COMMERCIAL,II,Y
7123,,I,N
7124,MULTIFAMILY,I,N
7125,MULTIFAMILY,II,N
7126,SINGLE FAMILY / DUPLEX,II,N
7127,MULTIFAMILY,II,N
7128,INDUSTRIAL,II,N
7129,COMMERCIAL,II,N
7130,SINGLE FAMILY / DUPLEX,II,N
7131,SINGLE FAMILY / DUPLEX,II,N
7132,COMMERCIAL,I,N
7133,SINGLE FAMILY / DUPLEX,II,N
7134,COMMERCIAL,II,N
7135,SINGLE FAMILY / DUPLEX,II,N
7136,SINGLE FAMILY / DUPLEX,I,N
7137,SINGLE FAMILY / DUPLEX,II,N
7138,MULTIFAMILY,II,N
7139,SINGLE FAMILY / DUPLEX,II,N
7140,MULTIFAMILY,II,N
7141,MULTIFAMILY,II,N
7142,COMMERCIAL,II,N
7143,MULTIFAMILY,II,N
7144,SINGLE FAMILY / DUPLEX,II,N
7145,SINGLE FAMILY / DUPLEX,II,N
7146,SINGLE FAMILY / DUPLEX,II,N
7147,COMMERCIAL,II,N
7148,COMMERCIAL,II,N
7149,MULTIFAMILY,II,N
7150,MULTIFAMILY,II,N
7151,SINGLE FAMILY / DUPLEX,II,N
7152,,,
7153,MULTIFAMILY,II,N
7154,COMMERCIAL,II,N
7155,SINGLE FAMILY / DUPLEX,II,N
7156,MULTIFAMILY,II,N
7157,MULTIFAMILY,I,N
7158,SINGLE FAMILY / DUPLEX,II,N
7159,COMMERCIAL,I,N
7160,SINGLE FAMILY / DUPLEX,II,N
7161,MULTIFAMILY,II,N
7162,MULTIFAMILY,II,N
7163,COMMERCIAL,II,N
7164,MULTIFAMILY,II,N
7165,COMMERCIAL,II,
7166,SINGLE FAMILY / DUPLEX,II,N
7167,COMMERCIAL,II,N
7168,SINGLE FAMILY / DUPLEX,II,N
7169,MULTIFAMILY,II,N
7170,COMMERCIAL,II,N
7171,SINGLE FAMILY / DUPLEX,II,N
7172,SINGLE FAMILY / DUPLEX,II,N
7173,MULTIFAMILY,II,N
7174,MULTIFAMILY,II,N
7175,SINGLE FAMILY / DUPLEX,I,N
7176,SINGLE FAMILY / DUPLEX,II,N
7177,MULTIFAMILY,II,N
7178,COMMERCIAL,I,N
7179,SINGLE FAMILY / DUPLEX,II,N
7180,COMMERCIAL,II,Y
7181,COMMERCIAL,I,N
7182,SINGLE FAMILY / DUPLEX,II,N
7183,MULTIFAMILY,II,N
7184,MULTIFAMILY,II,N
7185,MULTIFAMILY,II,N
7186,MULTIFAMILY,II,N
7187,COMMERCIAL,II,N
7188,SINGLE FAMILY / DUPLEX,I,N
7189,MULTIFAMILY,II,N
7190,COMMERCIAL,I,N
7191,SINGLE FAMILY / DUPLEX,II,N
7192,MULTIFAMILY,II,Y
7193,MULTIFAMILY,II,N
