ID,PermitNumber,PermitType,Status
34450,6293762,Construction,CANCELLED
34451,6296903,Construction,Permit Closed
34452,6296901,Construction,Permit Closed
34453,6294445,Construction,Permit Closed
34454,6279425,Construction,Permit Closed
34455,6285988,Construction,Permit Closed
34456,6296897,Construction,Permit Closed
34457,6291150,Construction,Permit Issued
34458,6296283,Construction,Permit Closed
34459,6296852,Construction,Permit Closed
34460,6276501,Construction,Permit Closed
34461,6296610,Construction,Permit Closed
34462,6290855,Construction,Permit Closed
34463,6296850,Construction,Permit Closed
34464,6296847,Construction,Permit Closed
34465,6293760,Construction,Permit Closed
34466,6292622,Construction,Permit Closed
34467,6296777,Construction,Permit Closed
34468,6287334,Construction,Permit Closed
34469,6296736,Construction,Permit Closed
34470,6296667,Construction,Permit Closed
34471,6287278,Construction,Permit Closed
34472,6284095,Construction,Permit Closed
34473,6296704,Construction,Permit Closed
34474,6271981,Construction,Permit Closed
34475,6296220,Construction,Permit Closed
34476,6296642,Construction,Permit Closed
34477,6293870,Construction,Permit Closed
34478,6289711,Construction,Permit Closed
34479,6296629,Construction,Permit Closed
34480,6293215,Construction,Permit Closed
34481,6285640,Construction,Permit Closed
34482,6296624,Construction,Permit Closed
34483,6296602,Construction,Permit Closed
34484,6295396,Construction,Permit Closed
34485,6294556,Construction,Permit Closed
34486,6283938,Construction,Permit Closed
34487,6296559,Construction,Permit Closed
34488,6169931,Construction,Permit Closed
34489,6296541,Construction,Permit Closed
34490,6296533,Construction,Permit Closed
34491,6296507,Construction,Permit Closed
34492,6294962,Construction,Permit Closed
34493,6294033,Construction,Permit Closed
34494,6296491,Construction,Permit Closed
34495,6296486,Demolition,Permit Closed
34496,6292744,Construction,Permit Closed
34497,6286812,Construction,Permit Finaled
34498,6289790,Construction,Permit Closed
34499,6296269,Construction,Permit Closed
34500,6288763,Construction,Permit Closed
34501,6296450,Construction,Permit Closed
34502,6294764,Construction,Permit Closed
34503,6296113,Construction,Permit Issued
34504,6294676,Construction,Permit Closed
34505,6289920,Construction,Permit Closed
34506,6296419,Construction,Permit Closed
34507,6296418,Construction,Permit Closed
34508,6296416,Construction,Permit Closed
34509,6296409,Construction,Permit Closed
34510,6093685,Construction,Permit Closed
34511,6296405,Construction,Permit Closed
34512,6291262,Construction,Permit Closed
34513,6296332,Construction,Permit Closed
34514,6235676,Construction,Permit Closed
34515,6294127,Construction,Permit Closed
34516,6264359,Construction,Permit Closed
34517,6284327,Construction,Permit Closed
34518,6296324,Construction,Permit Closed
34519,6296318,Demolition,Permit Closed
34520,6296317,Construction,Permit Closed
34521,6296313,Construction,Permit Closed
34522,6294222,Construction,Permit Closed
34523,6296304,Construction,Permit Closed
34524,6292675,Construction,Permit Issued
34525,6243353,Construction,Permit Closed
34526,6294771,Construction,Permit Closed
34527,6296293,Construction,Permit Closed
34528,6295728,Construction,Permit Closed
34529,6293892,Construction,Permit Closed
34530,6294212,Construction,Permit Closed
34531,6294823,Construction,CANCELLED
34532,6290550,Demolition,Permit Closed
34533,6296257,Construction,Permit Closed
34534,6272696,Construction,Permit Closed
34535,6292581,Construction,Permit Closed
34536,6296223,Construction,Permit Closed
34537,6293506,Construction,Permit Closed
34538,6295119,Construction,Permit Closed
34539,6296151,Construction,Permit Issued
34540,6292938,Construction,Permit Closed
34541,6296191,Construction,Permit Closed
34542,6294038,Construction,Permit Closed
34543,6268756,Construction,Permit Closed
34544,6296172,Construction,Permit Closed
34545,6296183,Construction,Permit Closed
34546,6295844,Construction,Permit Closed
34547,6296158,Construction,Permit Closed
34548,6296159,Demolition,Permit Closed
34549,6284224,Construction,Permit Issued
34550,6294825,Construction,Permit Closed
34551,6285400,Construction,Permit Closed
34552,6294852,Construction,Permit Closed
34553,6296122,Construction,Permit Closed
34554,6294124,Construction,Permit Closed
34555,6280831,Construction,Permit Closed
34556,6288771,Construction,Permit Closed
34557,6296065,Construction,Permit Issued
34558,6296063,Construction,Permit Closed
34559,6296062,Construction,Permit Closed
34560,6296061,Construction,Permit Closed
34561,6295272,Construction,Permit Closed
34562,6292217,Construction,Permit Closed
34563,6291936,Construction,Permit Closed
34564,6293803,Construction,Permit Closed
34565,6295995,Construction,Permit Closed
34566,6296037,Construction,Permit Closed
34567,6296017,Construction,Permit Closed
34568,6295993,Construction,Permit Closed
34569,6296026,Construction,Permit Closed
34570,6293914,Construction,Permit Closed
34571,6279387,Construction,Permit Closed
34572,6296003,Construction,Permit Closed
34573,6290734,Construction,Permit Closed
34574,6295998,Construction,Permit Closed
34575,6295986,Construction,Permit Closed
34576,6281150,Construction,Permit Closed
34577,6292011,Site Development,AP Closed
34578,6295843,Construction,Permit Issued
34579,6292071,Construction,Permit Closed
34580,6295962,Construction,Permit Closed
34581,6291198,Construction,Permit Closed
34582,6281643,Construction,Cert of Occupancy Authorized
34583,6295916,Demolition,Permit Closed
34584,6295901,Construction,Permit Closed
34585,6293824,Construction,Permit Closed
34586,6276950,Construction,Permit Closed
34587,6252939,Site Development,AP Closed
34588,6295873,Demolition,Permit Closed
34589,6248601,Construction,Permit Closed
34590,6294313,Construction,Permit Closed
34591,6290510,Construction,Permit Closed
34592,6295586,Construction,Permit Closed
34593,6502937,Construction,
34594,6294831,Construction,Permit Issued
34595,6295838,Construction,Permit Issued
34596,6295826,Construction,Permit Closed
34597,6295812,Construction,Permit Closed
34598,6295817,Construction,Permit Closed
34599,6295810,Construction,Permit Closed
34600,6294329,Construction,Permit Closed
34601,6290538,Construction,Permit Closed
34602,6293759,Construction,Permit Closed
34603,6295801,Construction,Permit Closed
34604,6291621,Construction,Permit Closed
34605,6295795,Construction,Permit Closed
34606,6295791,Construction,Permit Closed
34607,6295700,Construction,Permit Closed
34608,6291857,Construction,Permit Closed
34609,6295761,Construction,Permit Issued
34610,6295757,Construction,Permit Closed
34611,6293830,Construction,Permit Closed
34612,6294848,Construction,Permit Closed
34613,6294721,Construction,Permit Closed
34614,6286728,Construction,Permit Closed
34615,6290031,Construction,Permit Closed
34616,6293044,Construction,Permit Issued
34617,6295730,Demolition,Permit Closed
34618,6293667,Construction,Permit Closed
34619,6295073,Construction,Permit Closed
34620,6295427,Construction,Permit Closed
34621,6270804,Construction,Permit Closed
34622,6295459,Demolition,Permit Closed
34623,6295457,Construction,Permit Closed
34624,6095928,Construction,
34625,6295456,Construction,Permit Closed
34626,6295380,Demolition,Permit Closed
34627,6295379,Demolition,Permit Closed
34628,6295378,Demolition,Permit Closed
34629,6295377,Demolition,Permit Closed
34630,6295376,Demolition,Permit Closed
34631,6295634,Construction,Permit Closed
34632,6294960,Construction,Permit Closed
34633,6295570,Site Development,AP Closed
34634,6285392,Construction,Permit Closed
34635,6295612,Construction,Permit Closed
34636,6295610,Construction,Permit Closed
34637,6295130,Construction,Permit Closed
34638,6293571,Construction,Permit Closed
34639,6287613,Construction,Permit Closed
34640,6091032,Demolition,
34641,6284888,Construction,Permit Closed
34642,6292592,Demolition,Permit Closed
34643,6287203,Site Development,AP Closed
34644,6294270,Construction,Permit Closed
34645,6287202,Site Development,AP Closed
34646,6295584,Construction,Permit Closed
34647,6290769,Construction,Permit Closed
34648,6295550,Construction,Permit Closed
34649,6286483,Construction,Permit Issued
34650,6295541,Construction,Permit Closed
34651,6293817,Construction,Permit Closed
34652,6295520,Construction,Permit Closed
34653,6295469,Construction,Permit Closed
34654,6292289,Construction,Permit Closed
34655,6295480,Construction,Permit Closed
34656,6276859,Construction,Permit Closed
34657,6295483,Construction,Permit Closed
34658,6295482,Demolition,Permit Closed
34659,6276147,Construction,Permit Issued
34660,6295455,Construction,Permit Closed
34661,6289743,Construction,Permit Closed
34662,6281835,Construction,Permit Closed
34663,6269492,Construction,Permit Closed
34664,6295440,Demolition,Permit Closed
34665,6292870,Construction,Permit Closed
34666,6293014,Construction,Permit Closed
34667,6291142,Construction,Permit Closed
34668,6295414,Construction,Permit Closed
34669,6292008,Construction,Permit Closed
34670,6294540,Construction,Permit Closed
34671,6295403,Construction,Permit Closed
34672,6285968,Construction,Permit Closed
34673,6284846,Construction,Permit Closed
34674,6294939,Construction,CANCELLED
34675,6295313,Construction,Permit Closed
34676,6279159,Construction,Permit Closed
34677,6294856,Construction,Permit Closed
34678,6281693,Construction,Permit Issued
34679,6293799,Construction,Permit Closed
34680,6295292,Construction,Permit Closed
34681,6295285,Construction,Permit Closed
34682,6288163,Construction,Permit Closed
34683,6295256,Demolition,Permit Closed
34684,6295235,Construction,Permit Closed
34685,6291756,Construction,Permit Closed
34686,6294122,Construction,Permit Closed
34687,6293216,Construction,Permit Closed
34688,6262705,Construction,Permit Closed
34689,6295214,Construction,Permit Closed
34690,6295207,Construction,Permit Closed
34691,6291731,Construction,Permit Closed
34692,6293461,Construction,Permit Closed
34693,6294251,Construction,Permit Closed
34694,6291077,Construction,Permit Closed
34695,6295156,Construction,Permit Closed
34696,6295160,Construction,Permit Closed
34697,6293750,Construction,Permit Closed
34698,6268221,Construction,Permit Closed
34699,6294422,Construction,Permit Finaled
34700,6087945,Construction,
34701,6295140,Construction,Permit Closed
34702,6295125,Construction,Permit Closed
34703,6294844,Construction,Permit Closed
34704,6295107,Construction,Permit Closed
34705,6295094,Construction,Permit Closed
34706,6295056,Demolition,Permit Closed
34707,6295092,Construction,Permit Closed
34708,6292850,Construction,Permit Closed
34709,6294524,Construction,Permit Closed
34710,6284799,Construction,Permit Closed
34711,6295081,Construction,Permit Closed
34712,6295080,Construction,Permit Closed
34713,6291812,Construction,Permit Closed
34714,6293514,Construction,Permit Closed
34715,6287433,Construction,Permit Closed
34716,6295055,Construction,Permit Closed
34717,6294688,Construction,Permit Closed
34718,6295044,Construction,Permit Issued
34719,6295042,Construction,Permit Closed
34720,6293744,Construction,Permit Closed
34721,6264742,Construction,Permit Closed
34722,6295003,Demolition,Permit Closed
34723,6293168,Construction,Permit Closed
34724,6249104,Construction,Permit Closed
34725,6295005,Construction,Permit Closed
34726,6295004,Construction,Permit Closed
34727,6294998,Construction,Permit Closed
34728,6294772,Construction,Permit Closed
34729,6291130,Construction,Permit Closed
34730,6293029,Construction,Permit Closed
34731,6292941,Construction,Permit Closed
34732,6282600,Construction,Permit Closed
34733,6294951,Demolition,Permit Closed
34734,6273433,Construction,Permit Issued
34735,6294928,Demolition,Permit Closed
34736,6294112,Construction,Permit Closed
34737,6294063,Construction,Permit Closed
34738,6294922,Construction,Permit Closed
34739,6272562,Construction,Permit Closed
34740,6273326,Construction,CANCELLED
34741,6291000,Construction,Permit Closed
34742,6294827,Construction,Permit Closed
34743,6292470,Construction,Permit Closed
34744,6294855,Construction,Permit Closed
34745,6274943,Construction,Permit Closed
34746,6293624,Construction,CANCELLED
34747,6291713,Construction,Permit Closed
34748,6294810,Construction,Permit Closed
34749,6293088,Construction,Permit Closed
34750,6293838,Construction,Permit Closed
